,journée,date_time,home_team,away_team,1st_home_team_goal,1st_away_team_goal,total_home_team_goal,total_away_team_goal,global
257,13,2022-10-22 17:00,Guingamp,Bastia,0,0,1,1,2
258,13,2022-10-22 17:00,Grenoble,Valenciennes,0,0,1,0,1
259,13,2022-10-22 13:00,Amiens,Saint-Étienne,0,0,0,1,1
260,12,2022-10-17 18:45,Bastia,Bordeaux,0,0,1,1,2
261,12,2022-10-15 17:00,Valenciennes,Guingamp,1,0,1,0,1
262,12,2022-10-15 17:00,Nîmes,Amiens,2,0,2,0,2
263,12,2022-10-15 17:00,Laval,Caen,2,0,4,0,4
264,12,2022-10-15 17:00,Rodez,Le Havre,0,1,1,1,2
265,12,2022-10-15 17:00,Niort,Grenoble,0,1,0,3,3
266,12,2022-10-15 17:00,Metz,Sochaux,0,0,0,0,0
267,12,2022-10-15 17:00,Dijon,Quevilly-Rouen,0,0,0,0,0
268,12,2022-10-15 17:00,Annecy,Pau FC,0,1,0,2,2
269,12,2022-10-15 13:00,Saint-Étienne,Paris FC,0,0,0,2,2
270,11,2022-10-10 18:45,Sochaux,Saint-Étienne,1,0,2,1,3
271,11,2022-10-08 17:00,Amiens,Dijon,0,1,2,1,3
272,11,2022-10-08 17:00,Guingamp,Annecy,0,1,0,4,4
273,11,2022-10-08 17:00,Caen,Niort,1,0,1,0,1
274,11,2022-10-08 17:00,Pau FC,Rodez,1,0,2,2,4
275,11,2022-10-08 17:00,Le Havre,Bastia,2,0,3,0,3
276,11,2022-10-08 17:00,Grenoble,Laval,3,2,3,2,5
277,11,2022-10-08 17:00,Quevilly-Rouen,Nîmes,2,0,3,1,4
278,11,2022-10-08 17:00,Paris FC,Valenciennes,0,1,0,1,1
279,11,2022-10-08 13:00,Bordeaux,Metz,1,0,2,0,2
280,10,2022-10-04 18:45,Guingamp,Rodez,0,0,0,0,0
281,10,2022-10-03 18:45,Laval,Bordeaux,0,1,1,2,3
282,10,2022-10-01 17:00,Valenciennes,Sochaux,1,1,2,1,3
283,10,2022-10-01 17:00,Rodez,Amiens,0,1,0,1,1
284,10,2022-10-01 17:00,Nîmes,Paris FC,0,0,0,1,1
285,10,2022-10-01 17:00,Niort,Guingamp,0,0,0,0,0
286,10,2022-10-01 17:00,Annecy,Bastia,0,1,0,2,2
287,10,2022-10-01 17:00,Metz,Pau FC,1,0,1,0,1
288,10,2022-10-01 17:00,Caen,Quevilly-Rouen,0,1,0,1,1
289,10,2022-10-01 17:00,Dijon,Le Havre,0,0,0,0,0
290,9,2022-10-01 13:00,Saint-Étienne,Grenoble,0,1,2,2,4
291,9,2022-09-17 17:00,Paris FC,Rodez,1,0,1,2,3
292,9,2022-09-17 17:00,Sochaux,Nîmes,2,1,3,1,4
293,9,2022-09-17 17:00,Pau FC,Valenciennes,0,0,1,0,1
294,9,2022-09-17 17:00,Quevilly-Rouen,Laval,1,2,1,3,4
295,9,2022-09-17 17:00,Le Havre,Annecy,0,0,2,0,2
296,9,2022-09-17 17:00,Bastia,Metz,1,0,1,0,1
297,9,2022-09-17 17:00,Amiens,Niort,0,0,3,0,3
298,9,2022-09-17 17:00,Grenoble,Caen,0,0,1,0,1
299,8,2022-09-17 13:00,Guingamp,Saint-Étienne,1,0,2,1,3
300,9,2022-09-17 13:00,Bordeaux,Dijon,1,0,2,1,3
301,8,2022-09-12 18:45,Metz,Guingamp,3,3,3,6,9
302,8,2022-09-10 17:00,Rodez,Valenciennes,0,0,1,1,2
303,8,2022-09-10 17:00,Laval,Pau FC,0,0,0,1,1
304,8,2022-09-10 17:00,Nîmes,Bastia,0,0,0,0,0
305,8,2022-09-10 17:00,Niort,Le Havre,0,0,0,1,1
306,8,2022-09-10 17:00,Caen,Amiens,0,0,3,1,4
307,8,2022-09-10 17:00,Grenoble,Paris FC,0,0,1,2,3
308,8,2022-09-10 17:00,Dijon,Sochaux,0,1,0,2,2
309,8,2022-09-10 17:00,Annecy,Quevilly-Rouen,0,0,1,0,1
310,7,2022-09-10 13:00,Saint-Étienne,Bordeaux,1,0,2,0,2
311,7,2022-09-05 18:45,Pau FC,Saint-Étienne,0,1,2,2,4
312,7,2022-09-03 13:00,Paris FC,Bordeaux,0,2,1,3,4
313,7,2022-09-02 18:45,Bastia,Dijon,0,0,1,0,1
314,7,2022-09-02 18:45,Quevilly-Rouen,Niort,3,2,3,3,6
315,7,2022-09-02 18:45,Metz,Annecy,0,0,0,0,0
316,7,2022-09-02 18:45,Valenciennes,Nîmes,1,1,3,2,5
317,7,2022-09-02 18:45,Amiens,Grenoble,0,0,1,0,1
318,7,2022-09-02 18:45,Sochaux,Laval,1,1,4,1,5
319,7,2022-09-02 18:45,Le Havre,Caen,1,0,2,1,3
320,6,2022-08-30 18:45,Niort,Valenciennes,0,1,0,1,1
321,6,2022-08-30 18:45,Laval,Le Havre,1,0,1,3,4
322,6,2022-08-30 18:45,Guingamp,Sochaux,1,1,1,2,3
323,6,2022-08-30 18:45,Saint-Étienne,Bastia,4,0,5,0,5
324,6,2022-08-30 18:45,Rodez,Metz,0,3,1,4,5
325,6,2022-08-30 18:45,Bordeaux,Quevilly-Rouen,3,0,4,0,4
326,6,2022-08-30 18:45,Caen,Pau FC,1,1,1,1,2
327,6,2022-08-30 18:45,Dijon,Annecy,0,1,0,2,2
328,6,2022-08-30 18:45,Amiens,Paris FC,0,0,1,1,2
329,6,2022-08-30 18:45,Grenoble,Nîmes,1,0,3,2,5
330,5,2022-08-27 17:00,Annecy,Grenoble,0,0,0,0,0
331,5,2022-08-27 17:00,Nîmes,Laval,0,0,1,0,1
332,5,2022-08-27 17:00,Bastia,Rodez,0,0,0,2,2
333,5,2022-08-27 17:00,Le Havre,Amiens,0,1,1,1,2
334,5,2022-08-27 17:00,Sochaux,Niort,1,0,3,0,3
335,5,2022-08-27 17:00,Paris FC,Caen,0,1,1,1,2
336,5,2022-08-27 17:00,Valenciennes,Saint-Étienne,1,1,2,2,4
337,5,2022-08-27 17:00,Quevilly-Rouen,Pau FC,0,0,2,1,3
338,5,2022-08-27 13:00,Bordeaux,Guingamp,0,1,0,1,1
339,5,2022-08-27 13:00,Metz,Dijon,0,1,1,2,3
340,4,2022-08-22 18:45,Grenoble,Bordeaux,0,0,0,0,0
341,4,2022-08-20 17:00,Laval,Metz,1,3,3,3,6
342,4,2022-08-20 17:00,Caen,Guingamp,2,1,4,1,5
343,4,2022-08-20 17:00,Dijon,Nîmes,1,0,2,1,3
344,4,2022-08-20 17:00,Amiens,Bastia,2,1,3,1,4
345,4,2022-08-20 17:00,Pau FC,Sochaux,0,1,0,3,3
346,4,2022-08-20 17:00,Valenciennes,Quevilly-Rouen,0,0,0,0,0
347,4,2022-08-20 17:00,Niort,Paris FC,0,0,2,1,3
348,4,2022-08-20 17:00,Rodez,Annecy,1,2,2,2,4
349,4,2022-08-20 13:00,Saint-Étienne,Le Havre,0,0,0,6,6
350,3,2022-08-15 18:45,Quevilly-Rouen,Saint-Étienne,2,2,2,2,4
351,3,2022-08-13 17:00,Dijon,Caen,0,0,2,2,4
352,3,2022-08-13 17:00,Annecy,Laval,0,1,0,1,1
353,3,2022-08-13 17:00,Bordeaux,Niort,0,0,1,0,1
354,3,2022-08-13 17:00,Bastia,Grenoble,2,0,3,0,3
355,3,2022-08-13 17:00,Metz,Valenciennes,1,0,2,0,2
356,3,2022-08-13 17:00,Nîmes,Rodez,0,0,1,0,1
357,3,2022-08-13 17:00,Le Havre,Pau FC,1,0,1,1,2
358,3,2022-08-13 17:00,Sochaux,Amiens,0,0,0,1,1
359,3,2022-08-13 13:00,Guingamp,Paris FC,0,0,0,0,0
360,2,2022-08-08 18:45,Caen,Metz,1,0,1,0,1
361,2,2022-08-06 17:00,Niort,Bastia,0,4,1,4,5
362,2,2022-08-06 17:00,Grenoble,Sochaux,1,0,1,0,1
363,2,2022-08-06 17:00,Amiens,Annecy,0,0,1,0,1
364,2,2022-08-06 17:00,Laval,Guingamp,1,0,1,2,3
365,2,2022-08-06 17:00,Paris FC,Quevilly-Rouen,2,0,2,1,3
366,2,2022-08-06 17:00,Pau FC,Dijon,0,0,0,0,0
367,2,2022-08-06 17:00,Rodez,Bordeaux,0,2,0,3,3
368,2,2022-08-06 17:00,Valenciennes,Le Havre,1,0,1,0,1
369,2,2022-08-06 13:00,Saint-Étienne,Nîmes,1,1,1,1,2
370,1,2022-08-01 18:45,Sochaux,Paris FC,0,0,0,0,0
371,1,2022-07-30 17:00,Annecy,Niort,0,2,1,2,3
372,1,2022-07-30 17:00,Bastia,Laval,0,1,0,2,2
373,1,2022-07-30 17:00,Bordeaux,Valenciennes,0,0,0,0,0
374,1,2022-07-30 17:00,Guingamp,Pau FC,3,0,4,0,4
