journée,date_time,home_team,away_team,1st_home_team_goal,1st_away_team_goal,1st_total_goal,2nd_home_team_goal,2nd_away_team_goal,2nd_total_goal,total_home_team_goal,total_away_team_goal,global
7,2022-09-11 13:00:00,AC Ajaccio,Nice,0,0,0,0,1,1,0,1,1
7,2022-09-11 11:00:00,Strasbourg,Clermont,0,0,0,0,0,0,0,0,0
7,2022-09-10 19:00:00,Marseille,Lille,1,1,2,1,0,1,2,1,3
7,2022-09-10 15:00:00,PSG,Brest,1,0,1,0,0,0,1,0,1
7,2022-09-09 19:00:00,Lens,Troyes,1,0,1,0,0,0,1,0,1
2,2022-09-07 17:00:00,Lorient,Lyon,2,1,3,1,0,1,3,1,4
6,2022-09-04 18:45:00,Nice,Monaco,0,0,0,0,1,1,0,1,1
6,2022-09-04 15:05:00,Troyes,Rennes,1,0,1,0,1,1,1,1,2
6,2022-09-04 13:00:00,Brest,Strasbourg,1,1,2,0,0,0,1,1,2
6,2022-09-04 13:00:00,Clermont,Toulouse,0,0,0,2,0,2,2,0,2
6,2022-09-04 13:00:00,Reims,Lens,0,0,0,1,1,2,1,1,2
6,2022-09-04 13:00:00,AC Ajaccio,Lorient,0,0,0,0,1,1,0,1,1
6,2022-09-04 11:00:00,Montpellier,Lille,1,1,2,0,2,2,1,3,4
6,2022-09-03 19:00:00,Nantes,PSG,0,1,1,0,2,2,0,3,3
6,2022-09-03 17:00:00,Lyon,Angers,2,0,2,3,0,3,5,0,5
6,2022-09-03 15:00:00,Auxerre,Marseille,0,1,1,0,1,1,0,2,2
5,2022-08-31 19:00:00,Toulouse,PSG,0,1,1,0,2,2,0,3,3
5,2022-08-31 19:00:00,Lens,Lorient,2,1,3,3,1,4,5,2,7
5,2022-08-31 19:00:00,Marseille,Clermont,0,0,0,1,0,1,1,0,1
5,2022-08-31 19:00:00,Lille,Nice,1,2,3,0,0,0,1,2,3
5,2022-08-31 19:00:00,Rennes,Brest,0,0,0,3,1,4,3,1,4
5,2022-08-31 17:00:00,Strasbourg,Nantes,1,0,1,0,1,1,1,1,2
5,2022-08-31 17:00:00,Montpellier,AC Ajaccio,1,0,1,1,0,1,2,0,2
5,2022-08-31 17:00:00,Monaco,Troyes,1,2,3,1,2,3,2,4,6
5,2022-08-31 17:00:00,Lyon,Auxerre,1,0,1,1,1,2,2,1,3
5,2022-08-31 17:00:00,Angers,Reims,0,2,2,2,2,4,2,4,6
4,2022-08-28 18:45:00,PSG,Monaco,0,1,1,1,0,1,1,1,2
4,2022-08-28 15:05:00,Reims,Lyon,1,0,1,0,1,1,1,1,2
4,2022-08-28 13:00:00,Nice,Marseille,0,3,3,0,0,0,0,3,3
4,2022-08-28 13:00:00,Lorient,Clermont,2,0,2,0,1,1,2,1,3
4,2022-08-28 13:00:00,Brest,Montpellier,0,5,5,0,2,2,0,7,7
4,2022-08-28 13:00:00,Troyes,Angers,1,0,1,2,1,3,3,1,4
4,2022-08-28 11:00:00,Nantes,Toulouse,0,1,1,3,0,3,3,1,4
4,2022-08-27 19:00:00,Lens,Rennes,0,0,0,2,1,3,2,1,3
4,2022-08-27 15:00:00,Auxerre,Strasbourg,1,0,1,0,0,0,1,0,1
4,2022-08-26 19:00:00,AC Ajaccio,Lille,0,2,2,1,1,2,1,3,4
3,2022-08-21 18:45:00,Lille,PSG,0,4,4,1,3,4,1,7,8
3,2022-08-21 15:05:00,Rennes,AC Ajaccio,1,0,1,1,1,2,2,1,3
3,2022-08-21 13:00:00,Clermont,Nice,1,0,1,0,0,0,1,0,1
3,2022-08-21 13:00:00,Angers,Brest,0,2,2,1,1,2,1,3,4
3,2022-08-21 13:00:00,Toulouse,Lorient,1,1,2,1,1,2,2,2,4
3,2022-08-21 13:00:00,Montpellier,Auxerre,1,0,1,0,2,2,1,2,3
3,2022-08-21 11:00:00,Strasbourg,Reims,1,0,1,0,1,1,1,1,2
3,2022-08-20 19:00:00,Marseille,Nantes,0,0,0,2,1,3,2,1,3
3,2022-08-20 15:00:00,Monaco,Lens,1,2,3,0,2,2,1,4,5
3,2022-08-19 19:00:00,Lyon,Troyes,1,1,2,3,0,3,4,1,5
2,2022-08-14 18:45:00,Brest,Marseille,0,1,1,1,0,1,1,1,2
2,2022-08-14 15:05:00,Nice,Strasbourg,1,0,1,0,1,1,1,1,2
2,2022-08-14 13:00:00,Troyes,Toulouse,0,1,1,0,2,2,0,3,3
2,2022-08-14 13:00:00,Reims,Clermont,2,0,2,0,4,4,2,4,6
2,2022-08-14 13:00:00,AC Ajaccio,Lens,0,0,0,0,0,0,0,0,0
2,2022-08-14 13:00:00,Auxerre,Angers,2,1,3,0,1,1,2,2,4
2,2022-08-13 19:00:00,PSG,Montpellier,2,0,2,3,2,5,5,2,7
2,2022-08-13 15:00:00,Monaco,Rennes,0,0,0,1,1,2,1,1,2
2,2022-08-12 19:00:00,Nantes,Lille,1,0,1,0,1,1,1,1,2
1,2022-08-07 18:45:00,Marseille,Reims,2,0,2,2,1,3,4,1,5
1,2022-08-07 15:05:00,Rennes,Lorient,0,0,0,0,1,1,0,1,1
1,2022-08-07 13:00:00,Lille,Auxerre,3,0,3,1,1,2,4,1,5
1,2022-08-07 13:00:00,Angers,Nantes,0,0,0,0,0,0,0,0,0
1,2022-08-07 13:00:00,Montpellier,Troyes,2,2,4,1,0,1,3,2,5
1,2022-08-07 13:00:00,Lens,Brest,1,0,1,2,2,4,3,2,5
1,2022-08-07 11:00:00,Toulouse,Nice,1,0,1,0,1,1,1,1,2
1,2022-08-06 19:00:00,Clermont,PSG,0,3,3,0,2,2,0,5,5
1,2022-08-06 15:00:00,Strasbourg,Monaco,0,1,1,1,1,2,1,2,3
1,2022-08-05 19:00:00,Lyon,AC Ajaccio,2,1,3,0,0,0,2,1,3
