journée,date_time,home_team,away_team,1st_home_team_goal,1st_away_team_goal,1st_total_goal,2nd_home_team_goal,2nd_away_team_goal,2nd_total_goal,total_home_team_goal,total_away_team_goal,global
15,2022-11-13 14:00:00,Lille,Angers,1,0,1,0,0,0,1,0,1
15,2022-11-13 14:00:00,Montpellier,Reims,0,0,0,1,1,2,1,1,2
15,2022-11-13 14:00:00,Nantes,AC Ajaccio,0,0,0,2,2,4,2,2,4
15,2022-11-13 12:00:00,PSG,Auxerre,1,0,1,4,0,4,5,0,5
15,2022-11-12 20:00:00,Rennes,Toulouse,1,0,1,1,1,2,2,1,3
15,2022-11-12 16:00:00,Lens,Clermont,0,1,1,2,0,2,2,1,3
15,2022-11-11 20:00:00,Lyon,Nice,0,1,1,1,0,1,1,1,2
14,2022-11-06 19:45:00,Marseille,Lyon,1,0,1,0,0,0,1,0,1
14,2022-11-06 16:05:00,Lille,Rennes,1,0,1,0,1,1,1,1,2
14,2022-11-06 14:00:00,Toulouse,Monaco,0,0,0,0,2,2,0,2,2
14,2022-11-06 14:00:00,Nice,Brest,0,0,0,1,0,1,1,0,1
14,2022-11-06 14:00:00,Clermont,Montpellier,0,1,1,1,0,1,1,1,2
14,2022-11-06 14:00:00,Reims,Nantes,0,0,0,1,0,1,1,0,1
14,2022-11-06 12:00:00,Lorient,PSG,0,1,1,1,1,2,1,2,3
14,2022-11-05 20:00:00,Angers,Lens,0,1,1,1,1,2,1,2,3
14,2022-11-05 16:00:00,AC Ajaccio,Strasbourg,4,2,6,0,0,0,4,2,6
14,2022-11-04 20:00:00,Troyes,Auxerre,1,0,1,0,1,1,1,1,2
13,2022-10-30 19:45:00,Lyon,Lille,0,0,0,1,0,1,1,0,1
13,2022-10-30 16:05:00,Lorient,Nice,1,0,1,0,2,2,1,2,3
13,2022-10-30 14:00:00,Brest,Reims,0,0,0,0,0,0,0,0,0
13,2022-10-30 14:00:00,Rennes,Montpellier,2,0,2,1,0,1,3,0,3
13,2022-10-30 14:00:00,Nantes,Clermont,0,0,0,1,1,2,1,1,2
13,2022-10-30 14:00:00,Monaco,Angers,0,0,0,2,0,2,2,0,2
