journée,date_time,home_team,away_team,1st_home_team_goal,1st_away_team_goal,1st_total_goal,2nd_home_team_goal,2nd_away_team_goal,2nd_total_goal,total_home_team_goal,total_away_team_goal,global
11,2022-10-29 19:30,Arouca,Sporting,0,0,0,1,0,1,1,0,1
11,2022-10-29 17:00,Benfica,Chaves,3,0,3,2,0,2,5,0,5
11,2022-10-29 14:30,Santa Clara,FC Porto,0,1,1,1,0,1,1,1,2
11,2022-10-28 19:15,Paços Ferreira,Maritimo,0,1,1,0,0,0,0,1,1
10,2022-10-24 19:15,Rio Ave,Portimonense,1,0,1,0,0,0,1,0,1
10,2022-10-23 19:30,Guimaraes,Boavista,1,1,2,2,1,3,3,2,5
10,2022-10-23 17:00,Chaves,Gil Vicente,0,1,1,3,0,3,3,1,4
10,2022-10-23 14:30,Maritimo,Arouca,1,1,2,0,0,0,1,1,2
10,2022-10-23 14:30,Vizela,Santa Clara,0,0,0,0,1,1,0,1,1
10,2022-10-22 19:30,Sporting,Casa Pia,0,1,1,3,0,3,3,1,4
10,2022-10-22 17:00,Estoril,Braga,0,2,2,0,0,0,0,2,2
10,2022-10-22 14:30,Famalicao,Paços Ferreira,1,1,2,1,0,1,2,1,3
10,2022-10-21 19:15,FC Porto,Benfica,0,0,0,0,1,1,0,1,1
9,2022-10-10 19:15,Arouca,Famalicao,1,1,2,3,0,3,4,1,5
9,2022-10-09 19:30,Braga,Chaves,0,1,1,0,0,0,0,1,1
9,2022-10-09 17:00,Casa Pia,Vizela,0,0,0,0,1,1,0,1,1
9,2022-10-09 14:30,Boavista,Maritimo,1,0,1,0,1,1,1,1,2
9,2022-10-08 19:30,Paços Ferreira,Guimaraes,0,1,1,0,0,0,0,1,1
9,2022-10-08 17:00,Portimonense,FC Porto,0,1,1,0,1,1,0,2,2
9,2022-10-08 17:00,Benfica,Rio Ave,3,1,4,1,1,2,4,2,6
9,2022-10-08 14:30,Santa Clara,Sporting,0,1,1,1,1,2,1,2,3
9,2022-10-07 19:15,Gil Vicente,Estoril,0,0,0,0,1,1,0,1,1
8,2022-10-03 19:15,Maritimo,Casa Pia,1,1,2,0,1,1,1,2,3
8,2022-10-02 19:30,Famalicao,Boavista,2,0,2,2,0,2,4,0,4
8,2022-10-02 17:00,Paços Ferreira,Arouca,0,0,0,1,1,2,1,1,2
8,2022-10-02 14:30,Rio Ave,Santa Clara,1,0,1,0,0,0,1,0,1
8,2022-10-01 19:30,Guimaraes,Benfica,0,0,0,0,0,0,0,0,0
8,2022-10-01 17:00,Chaves,Estoril,1,0,1,0,1,1,1,1,2
8,2022-10-01 14:30,Vizela,Portimonense,1,0,1,0,0,0,1,0,1
8,2022-09-30 20:15,FC Porto,Braga,2,0,2,2,1,3,4,1,5
8,2022-09-30 18:00,Sporting,Gil Vicente,2,0,2,1,1,2,3,1,4
7,2022-09-18 19:30,Braga,Vizela,0,0,0,2,0,2,2,0,2
7,2022-09-18 17:00,Casa Pia,Famalicao,0,0,0,1,0,1,1,0,1
7,2022-09-18 17:00,Benfica,Maritimo,1,0,1,4,0,4,5,0,5
7,2022-09-18 14:30,Arouca,Guimaraes,1,0,1,1,2,3,2,2,4
7,2022-09-17 19:30,Boavista,Sporting,1,0,1,1,1,2,2,1,3
7,2022-09-17 17:00,Estoril,FC Porto,1,0,1,0,1,1,1,1,2
7,2022-09-17 14:30,Santa Clara,Paços Ferreira,1,0,1,0,1,1,1,1,2
7,2022-09-17 14:30,Gil Vicente,Rio Ave,0,1,1,2,1,3,2,2,4
7,2022-09-16 19:15,Portimonense,Chaves,1,0,1,0,0,0,1,0,1
6,2022-09-12 19:15,Vizela,Estoril,0,1,1,0,0,0,0,1,1
6,2022-09-11 19:30,Rio Ave,Braga,0,2,2,2,1,3,2,3,5
6,2022-09-11 17:00,Arouca,Boavista,1,1,2,0,1,1,1,2,3
6,2022-09-11 17:00,Maritimo,Gil Vicente,1,0,1,0,2,2,1,2,3
6,2022-09-11 14:30,Paços Ferreira,Casa Pia,1,0,1,1,3,4,2,3,5
6,2022-09-10 19:30,FC Porto,Chaves,1,0,1,2,0,2,3,0,3
6,2022-09-10 17:00,Sporting,Portimonense,2,0,2,2,0,2,4,0,4
6,2022-09-10 14:30,Famalicao,Benfica,0,0,0,0,1,1,0,1,1
6,2022-09-09 19:15,Guimaraes,Santa Clara,0,0,0,1,0,1,1,0,1
5,2022-09-05 20:15,Chaves,Rio Ave,1,0,1,0,1,1,1,1,2
5,2022-09-05 18:00,Boavista,Paços Ferreira,0,0,0,1,0,1,1,0,1
5,2022-09-04 19:30,Portimonense,Famalicao,0,0,0,1,0,1,1,0,1
5,2022-09-04 17:00,Santa Clara,Maritimo,0,1,1,2,0,2,2,1,3
5,2022-09-04 14:30,Casa Pia,Arouca,0,0,0,0,0,0,0,0,0
5,2022-09-03 19:30,Gil Vicente,FC Porto,0,2,2,0,0,0,0,2,2
5,2022-09-03 14:30,Braga,Guimaraes,0,0,0,1,0,1,1,0,1
5,2022-09-02 20:15,Estoril,Sporting,0,2,2,0,0,0,0,2,2
5,2022-09-02 18:00,Benfica,Vizela,0,1,1,2,0,2,2,1,3
4,2022-08-30 19:15,Benfica,Paços Ferreira,2,1,3,1,1,2,3,2,5
4,2022-08-29 20:15,Vizela,Gil Vicente,2,2,4,0,0,0,2,2,4
4,2022-08-29 18:00,Guimaraes,Casa Pia,0,1,1,0,0,0,0,1,1
4,2022-08-28 19:30,Rio Ave,FC Porto,3,0,3,0,1,1,3,1,4
4,2022-08-28 17:00,Arouca,Braga,0,4,4,0,2,2,0,6,6
4,2022-08-28 14:30,Famalicao,Santa Clara,1,0,1,0,0,0,1,0,1
4,2022-08-27 19:30,Sporting,Chaves,0,0,0,0,2,2,0,2,2
4,2022-08-27 17:00,Boavista,Benfica,0,1,1,0,2,2,0,3,3
4,2022-08-27 14:30,Maritimo,Portimonense,0,1,1,0,0,0,0,1,1
3,2022-08-26 19:15,Paços Ferreira,Estoril,0,2,2,0,1,1,0,3,3
3,2022-08-22 19:15,Gil Vicente,Famalicao,0,0,0,0,0,0,0,0,0
3,2022-08-21 19:30,Portimonense,Guimaraes,0,0,0,2,1,3,2,1,3
3,2022-08-21 17:00,Braga,Maritimo,2,0,2,3,0,3,5,0,5
3,2022-08-21 14:30,Casa Pia,Boavista,0,0,0,2,0,2,2,0,2
3,2022-08-20 19:30,FC Porto,Sporting,1,0,1,2,0,2,3,0,3
3,2022-08-20 17:00,Chaves,Vizela,1,1,2,0,0,0,1,1,2
3,2022-08-20 14:30,Santa Clara,Arouca,0,0,0,1,2,3,1,2,3
3,2022-08-19 19:15,Estoril,Rio Ave,1,0,1,1,2,3,2,2,4
2,2022-08-15 19:30,Paços Ferreira,Portimonense,0,1,1,0,2,2,0,3,3
2,2022-08-15 17:00,Arouca,Gil Vicente,1,0,1,0,0,0,1,0,1
2,2022-08-15 14:30,Maritimo,Chaves,1,0,1,0,2,2,1,2,3
2,2022-08-14 19:30,Guimaraes,Estoril,1,0,1,0,0,0,1,0,1
2,2022-08-14 17:00,Vizela,FC Porto,0,0,0,0,1,1,0,1,1
2,2022-08-14 14:30,Boavista,Santa Clara,0,1,1,2,0,2,2,1,3
2,2022-08-13 19:30,Sporting,Rio Ave,1,0,1,2,0,2,3,0,3
2,2022-08-13 17:00,Casa Pia,Benfica,0,0,0,0,1,1,0,1,1
2,2022-08-12 19:15,Famalicao,Braga,0,2,2,0,1,1,0,3,3
1,2022-08-08 19:15,Gil Vicente,Paços Ferreira,0,0,0,1,0,1,1,0,1
1,2022-08-07 19:30,Chaves,Guimaraes,0,1,1,0,0,0,0,1,1
1,2022-08-07 19:30,Portimonense,Boavista,0,1,1,0,0,0,0,1,1
1,2022-08-07 17:00,Braga,Sporting,2,2,4,1,1,2,3,3,6
1,2022-08-07 14:30,Santa Clara,Casa Pia,0,0,0,0,0,0,0,0,0
1,2022-08-06 19:30,FC Porto,Maritimo,3,0,3,2,1,3,5,1,6
1,2022-08-06 17:00,Estoril,Famalicao,2,0,2,0,0,0,2,0,2
1,2022-08-06 14:30,Rio Ave,Vizela,0,0,0,0,1,1,0,1,1
1,2022-08-05 19:15,Benfica,Arouca,3,0,3,1,0,1,4,0,4
